id,label,id_prop_instance_of,id_prop_author,id_prop_editor,id_prop_publisher,id_prop_place_of_publication,id_prop_part_of_the_series,id_prop_number_of_pages,id_prop_publication_date,id_prop_main_subject,id_prop_published_in,id_prop_issue,id_prop_volume
id_work_1620,Self-stabilisation of the biosphere under global change.,id_base_confpaper,id_creator_6874;id_creator_8928;id_creator_607;id_creator_11104,id_creator_11409;id_creator_10912;id_creator_10597;id_creator_11344,,id_place_211,,201-213,2001,,,,
id_work_1621,Planetary habitability: Is Earth commonplace in the Milky Way?,id_base_article,id_creator_10551;id_creator_8928;id_creator_6874;id_creator_1343;id_creator_643;id_creator_11104,,,,,416-426,2001,,id_journal_25,10,88
id_work_1622,The fate of Earth's ocean,id_base_article,id_creator_1343;id_creator_10551;id_creator_6874,,,,,569-575,2001,,id_journal_137,4,5
id_work_1623,Semianalytical spatial ranges and persistences of non-polar chemicals for reaction-diffusion type dynamics,id_base_confpaper,id_creator_11134,,id_publisher_34,id_place_97,,,2001,,,,
id_work_1624,Assessment of management options in marine fisheries by qualitative modelling techniques,id_base_article,id_creator_553;id_creator_11044,,,,,215-224,2001,,id_journal_229,7-12,43
id_work_1625,Qualitative modeling and simulation of a coupled bioeconomic system,id_base_confpaper,id_creator_11044;id_creator_553,id_creator_10045,id_publisher_211,,,182-187,2001,,,,
id_work_1626,Mustermodellierung anthropogener Landnutzung: Von globalen zu lokalen Skalen und zurück,id_base_chapter,id_creator_11034;id_creator_3131;id_creator_11251,id_creator_11469,,,,78-94,2001,,,,
id_work_1627,Global analysis and distribution of unbalanced urbanization processes: Favela syndrome,id_base_article,id_creator_11044;id_creator_3131;id_creator_11251,,,,,109-121,2001,,id_journal_38,2,10
id_work_1628,Climate sensitivity of global terrestrial net primary production (NPP) calculated using the reduced form model NNN,id_base_article,id_creator_8215;id_creator_3131,,,,,43-57,2002,,id_journal_53,1,21
id_work_1629,"The science of disaster: market crashes, heart attacks and climate disruptions",id_base_edbook,,id_creator_11089;id_creator_11044;id_creator_11104,id_publisher_34,id_place_21,,,2002,,,,
id_work_1630,Observations on the influence of pore space geometry on concentration patterns and transportation properties of dissolved oxygen in a bioactive sandy sediment by a lattice Boltzmann automaton model,id_base_article,id_creator_1890;id_creator_9139;id_creator_11044;id_creator_7367,,,,,81-96,2001,,id_journal_27,1,15
id_work_1631,Multifractal fingerprints of mineralization processes in recent sediments,id_base_chapter,id_creator_11044;id_creator_9139;id_creator_8928,id_creator_11156;id_creator_11237;id_creator_11026,id_publisher_125,id_place_10,,274-294,1998,,,,
id_work_1632,NNN A neural network model for net primary production of plants on a global scale,id_base_confpaper,id_creator_8215;id_creator_3131,,,,,,2000,,,,
id_work_1633,"Ireversible physical growth as a new interpreation for ""Metallogenium Symbioticum"" and ""Metallogenium"" microfossils",,id_creator_8287;id_creator_8928;id_creator_7556;id_creator_10620;id_creator_11104,,,,,,2001,,,,
id_work_1634,Risk assessment in the management of global environmental risks,id_base_chapter,id_creator_10596;id_creator_9313;id_creator_11329;id_creator_3798;id_creator_1970;id_creator_4988;id_creator_10034;id_creator_7806;id_creator_7826;id_creator_6594,id_creator_10633;id_creator_10596;id_creator_10103;id_creator_11329,id_publisher_176,id_place_134,,7-30,2001,,,,
id_work_1635,Calculs dans le brouillard,id_base_article,id_creator_10034,,,,,,2001,,id_journal_230,61,
id_work_1636,Decision-making frameworks,id_base_chapter,id_creator_10034;id_creator_3413;id_creator_11229;id_creator_2811;id_creator_8152;id_creator_2986;id_creator_1362;id_creator_3735;id_creator_9741;id_creator_1410;id_creator_6180;id_creator_10296;id_creator_8719;id_creator_224;id_creator_5831;id_creator_11631;id_creator_2807;id_creator_6431;id_creator_8748,id_creator_10760;id_creator_10406;id_creator_11633;id_creator_11828,id_publisher_13,id_place_187,,601-688,2001,,,,
id_work_1637,Methods and tools,id_base_chapter,id_creator_2664;id_creator_10985;id_creator_5278;id_creator_8241;id_creator_3216;id_creator_9992;id_creator_10987;id_creator_3727;id_creator_11158,id_creator_11836;id_creator_10755;id_creator_10586,id_publisher_13,id_place_187,,105-143,2001,,,,
id_work_1638,"Decision analysis for climate change: Development, equity and sustainability concerns",id_base_article,id_creator_10034,,,,,,2001,,id_journal_231,,"1, 2"
id_work_1639,New structures for global environmental policy,id_base_book,id_creator_11104;id_creator_6712;id_creator_5011;id_creator_3752;id_creator_10706;id_creator_10982;id_creator_5829;id_creator_11791;id_creator_11324;id_creator_0;id_creator_2824;id_creator_5182,,id_publisher_103,id_place_48,,,2001,,,,
id_work_1640,Enhancing Biodiversity and Humanity,id_base_chapter,id_creator_10317;id_creator_11390,id_creator_10317;id_creator_11390,id_publisher_13,id_place_187,,259-310,2002,,,,
id_work_1641,The politics of biodiversity in Europe,id_base_chapter,id_creator_11390;id_creator_9099;id_creator_10006;id_creator_10317,id_creator_10317;id_creator_11390,id_publisher_13,id_place_187,,115-141,2002,,,,
id_work_1642,Konflikte um Naturschutzgebiete in Deutschland,id_base_chapter,id_creator_10317,id_creator_11543;id_creator_11252;id_creator_11005,id_publisher_212,id_place_30,,413-431,2002,,,,
id_work_1643,Chancen und Grenzen kooperativer und partizipativer Ansätze im Naturschutz,id_base_chapter,id_creator_10317,id_creator_11219;id_creator_11374,id_publisher_213,id_place_30,,,2001,,,,
id_work_1644,Linking the citizen to governance for sustainable climate futures,id_base_chapter,id_creator_10317;id_creator_2045;id_creator_9860,id_creator_11369;id_creator_10596;id_creator_11470,id_publisher_13,id_place_187,,239-248,2003,,,,
id_work_1645,Citizens' perspectives of climate change in Europe: Perceived barriers to action,id_base_confpaper,id_creator_1564;id_creator_11369;id_creator_8843;id_creator_11470,,,id_place_212,,,2000,,,,
id_work_1646,Cooperation in global climate policy: Potentialities and limitations,id_base_article,id_creator_4165;id_creator_4205;id_creator_11252,,,,,315-326,2001,,id_journal_78,4,29
id_work_1647,"Bush, Putin und die Raketenabwehr",id_base_article,id_creator_11252,,,,,1036-1041,2001,,id_journal_190,9,46
id_work_1648,Stability and control of value-cost dynamic games,id_base_article,id_creator_11252,,,,,197-225,2001,,id_journal_232,3,9
id_work_1649,Stability and optimal control of a multiplayer dynamic game,id_base_chapter,id_creator_11252,id_creator_11277,id_publisher_34,id_place_31,,14-19,2001,,,,
id_work_1650,"Energienutzung, Konflikte, Potenziale, Szenarien",id_base_chapter,id_creator_3273;id_creator_4902;id_creator_8423;id_creator_11252,id_creator_11422,id_publisher_214,id_place_30,,17-95,2001,,,,
id_work_1651,Vom Konflikt zur Kooperation bei der Erhaltung biologischer Vielfalt. Modelle nachhaltiger Ressourcennutzung und sozio-ökologischer Interaktion,id_base_chapter,id_creator_11252,id_creator_11693;id_creator_11460,id_publisher_215,,,179-184,2001,,,,
id_work_1652,Umsetzung der Klimaschutzziele in Europa aus ökologischer und wirtschaftlicher Sicht,id_base_chapter,id_creator_11252;id_creator_10204,id_creator_10270;id_creator_11485,id_publisher_216,,,33-48,2001,,,,
id_work_1653,Space use and ethics,id_base_edbook,,id_creator_11204;id_creator_11595;id_creator_11039;id_creator_11252,id_publisher_212,id_place_30,,,2001,,,,
id_work_1654,Konfliktfeld Biodiversität,id_base_edbook,,id_creator_11543;id_creator_11252;id_creator_11005,id_publisher_212,id_place_30,,,2002,,,,
id_work_1655,Nuclear space - An indispensible option?,id_base_article,id_creator_11595;id_creator_11252,,,,,261-264,2001,,id_journal_233,17,
id_work_1656,Economic growth emission reduction and the choice of energy technology in a dynamic-game framework,id_base_confpaper,id_creator_11252,id_creator_11385;id_creator_11597;id_creator_11287;id_creator_10624;id_creator_10127,id_publisher_34,id_place_213,,329-336,2002,,,,
id_work_1657,The role of fire disturbance for global vegetation dynamics: coupling fire into a Dynamic Global Vegetation Model,id_base_article,id_creator_5206;id_creator_7924;id_creator_9107;id_creator_10198,,,,,661-677,2001,,id_journal_143,6,10
id_work_1658,The Johannisburg opportunity: Key elements of a negotiation strategy,id_base_report,id_creator_11749;id_creator_6712;id_creator_3856;id_creator_883;id_creator_11820;id_creator_7968;id_creator_11104;id_creator_3224;id_creator_11324,,id_publisher_44,id_place_21,id_series_238,3-20,2001,,,,
id_work_1659,"Die Koevolution von Natur, Gesellschaft und Wissenschaft - Eine Dreiecksbeziehung wird kritisch",id_base_article,id_creator_11104,,,,,258-262,2001,,id_journal_38,4,10
id_work_1660,Konzepte und Werkzeuge für eine integrierte Simulationsumgebung,id_base_chapter,id_creator_11778,id_creator_11492;id_creator_11038,id_publisher_217,id_place_214,,,2001,,,,
id_work_1661,Cascade-based disaggregation of continuous rainfall time series: The influence of climate,id_base_article,id_creator_3484;id_creator_7435;id_creator_6980;id_creator_3227,,,,,145-164,2001,,id_journal_137,2,5
id_work_1662,Modelling the effects of climate change on water availability in the semi-arid North-East of Brazil,id_base_confpaper,id_creator_3484;id_creator_10727,id_creator_10577;id_creator_11636,,id_place_58,,,2001,,,,
id_work_1663,Regionalisation of the base flow index from dynamically simulated flow components - a case study in the Elbe river basin,id_base_article,id_creator_2003;id_creator_11216;id_creator_10439;id_creator_10362,,,,,35-53,2001,,id_journal_57,248,
id_work_1664,Impact of land-use changes on water dynamics - a case study in temperate meso- and macroscale river basins,id_base_article,id_creator_11216;id_creator_2003,,,,,619-629,2002,,id_journal_19,27,
id_work_1665,The hydrological modelling system ARC/EGMO,id_base_chapter,id_creator_10362;id_creator_11216;id_creator_11837;id_creator_5032,id_creator_11640;id_creator_11665;id_creator_11668,,id_place_200,id_series_239,321-384,2002,,,,
id_work_1666,An approach towards an estimate of the impact of forest management and climate change on the European forest sector carbon budget: Germany as a case study,id_base_article,id_creator_10344;id_creator_9284;id_creator_9378;id_creator_4582;id_creator_9626;id_creator_2384;id_creator_5196;id_creator_10776,,,,,87-103,2002,,id_journal_5,1,162
id_work_1667,The uncertain role of biodiversity management in emerging democracies,id_base_chapter,id_creator_10006;id_creator_8522;id_creator_3252;id_creator_3257,id_creator_10317;id_creator_11390,id_publisher_13,id_place_187,,260-291,2002,,,,
id_work_1668,Regeneration in gap models: Priority issues for studying forest responses to climate change,id_base_article,id_creator_3215;id_creator_5731;id_creator_608;id_creator_9831;id_creator_10815;id_creator_3165;id_creator_1605;id_creator_1975;id_creator_11860;id_creator_411;id_creator_4354;id_creator_1650,,,,,475-508,2001,,id_journal_14,"3,4",51
id_work_1669,Evaluation of methods for the combination of phenological time series and outlier detection,id_base_article,id_creator_1605;id_creator_10001,,,,,973-982,2002,,id_journal_24,14,22
id_work_1670,Orts- und zeitdiskrete Ermittlung der Sickerwassermenge im Land Brandenburg,id_base_report,id_creator_11837;id_creator_5032,,id_publisher_199,id_place_8,,,2001,,,,
id_work_1671,Klimaänderungen und Wasserhaushalt: Beispiel Brandenburg,id_base_chapter,id_creator_11837,,id_publisher_218,id_place_8,,27-37,2001,,,,
id_work_1672,Problems of global environmental cooperation,id_base_chapter,id_creator_10615;id_creator_11805,id_creator_10615;id_creator_11805,id_publisher_176,id_place_134,,3-22,2001,,,,
id_work_1673,Domestic politics and global climate change,id_base_chapter,id_creator_11805;id_creator_1099,id_creator_10615;id_creator_11805,id_publisher_176,id_place_134,,67-94,2001,,,,
id_work_1674,Comparing the global climate regime with other global environmental accords,id_base_chapter,id_creator_11805,id_creator_10615;id_creator_11805,id_publisher_176,id_place_134,,247-277,2001,,,,
id_work_1675,Germany,id_base_chapter,id_creator_10979;id_creator_11426;id_creator_5275,id_creator_10929;id_creator_10344;id_creator_10776;id_creator_11194,,id_place_215,id_series_240,65-71,2000,,,,
id_work_1676,Conclusions,id_base_chapter,id_creator_10615;id_creator_11805,id_creator_10615;id_creator_11805,id_publisher_176,id_place_134,,297-307,2001,,,,
id_work_1677,Vegetation dynamics in central European forest ecosystems (near-natural as well as managed) after storm events,id_base_article,id_creator_10728;id_creator_11426;id_creator_9170;id_creator_11860,,,,,17-32,2002,,id_journal_234,1,37
id_work_1679,Klimawirkungs-Analysen im Forst,id_base_article,id_creator_5205;id_creator_11426,,,,,437-438,2000,,id_journal_70,8,55
id_work_1680,Editorial: National and regional climate change impact assessments in the forestry sector,id_base_article,id_creator_11426;id_creator_10198,,,,,1-2,2002,,id_journal_5,1,162
id_work_1681,Biotic feedback extends the life span of the biosphere,,id_creator_11602;id_creator_6874,,,,,,2001,,,9,
id_work_1682,Towards an integrated scientific approach for carbon accountinf in forest ecosystems,id_base_article,id_creator_3355;id_creator_10344;id_creator_5365;id_creator_11426,,,,,241-251,2000,,id_journal_235,4,4
id_work_1683,"Scenarios of the regional impacts of climate change on forests in the Federal State of Brandenburg, Germany. Factor forest: The international dialogue in Luneburg Heath - 1998-2000, proceedings of five international congresses",id_base_confpaper,id_creator_11426;id_creator_11860;id_creator_2908;id_creator_9626,,,id_place_216,,,2000,,,,
id_work_1684,"Risk, uncertainty, and rational action",id_base_book,id_creator_11470;id_creator_11791;id_creator_10416;id_creator_7978,,id_publisher_103,id_place_48,,,2001,,,,
id_work_1685,Citizen participation in sustainability assessments,id_base_chapter,id_creator_11369;id_creator_11470;id_creator_10596,id_creator_11369;id_creator_10596;id_creator_11470;id_creator_10283,id_publisher_13,id_place_187,,3-36,2003,,,,
id_work_1686,Collage processes and citizens' visions for the future,id_base_chapter,id_creator_11369;id_creator_7233;id_creator_66;id_creator_8843;id_creator_7033;id_creator_802;id_creator_11470,id_creator_11369;id_creator_10596;id_creator_11470;id_creator_10283,id_publisher_13,id_place_187,,81-104,2003,,,,
id_work_1687,Public-driven responses to global environmental change,id_base_chapter,id_creator_11369;id_creator_6725;id_creator_3005;id_creator_11470;id_creator_4436,id_creator_11166,id_publisher_22,id_place_20,id_series_241,21-35,2002,,,,
id_work_1688,Regenwürmer. Ein Vortrag über Syndrome in der Global Change-Forschung,id_base_chapter,id_creator_11470,id_creator_11196,id_publisher_104,id_place_176,,105-116,2001,,,,
