id,label,id_prop_instance_of
id_creator_443,"Fichefet, T.",id_base_author
id_creator_444,"Séférian, R.",id_base_author
id_creator_445,"Ventrella, D.",id_base_author
id_creator_446,"Seneviratne, S.",id_base_author
id_creator_447,"Pringle, P.",id_base_author
id_creator_448,"O'leary, G.",id_base_author
id_creator_449,"Conway, C.",id_base_author
id_creator_450,"Kharin, V.",id_base_author
id_creator_10369,"Mohren, F.",id_base_author;id_base_editor
id_creator_452,"Price, S.F.",id_base_author
id_creator_453,"Gabarrell Durany, X.",id_base_author
id_creator_454,"Reddy, A.D.",id_base_author
id_creator_10374,"Agrawala, S.",id_base_author;id_base_editor
id_creator_456,"Wagner, V.",id_base_author
id_creator_457,"Marcinkowski, P.",id_base_author
id_creator_10375,"Ferrier, S.",id_base_author;id_base_editor
id_creator_459,"Koulakov, I.",id_base_author
id_creator_460,"Vrontisi, Z.",id_base_author
id_creator_461,"Knie, A.",id_base_author
id_creator_462,"Smith, M.",id_base_author
id_creator_463,"Ott, K.",id_base_author
id_creator_464,"Veum, K.",id_base_author
id_creator_465,"Hübler, M.",id_base_author
id_creator_466,"Granzow, G.",id_base_author
id_creator_467,"Muruganandam, P.",id_base_author
id_creator_468,"Adams, A.K.",id_base_author
id_creator_469,"McKibben, B.",id_base_author
id_creator_470,"Weyant, J.P.",id_base_author
id_creator_471,"Kohar, V.",id_base_author
id_creator_472,"Reinke, M.",id_base_author
id_creator_473,"Pannella, M.",id_base_author
id_creator_474,"Barbeau, G.",id_base_author
id_creator_475,"Müller, D.",id_base_author
id_creator_476,"Griffiths, R.B.",id_base_author
id_creator_477,"Thamilmaran, T.",id_base_author
id_creator_478,"Asuero, M.P.",id_base_author
id_creator_479,"Schrag, D.",id_base_author
id_creator_480,"Price, A.",id_base_author
id_creator_481,"Heuson, C.",id_base_author
id_creator_482,"Kabaseke, C.",id_base_author
id_creator_483,"Pollack, G.",id_base_author
id_creator_484,"Neumann, C.",id_base_author
id_creator_485,"Nerem, R.S.",id_base_author
id_creator_10399,"Luterbacher, U.",id_base_author;id_base_editor
id_creator_487,"Ngenoh, E.",id_base_author
id_creator_488,"Mizuguchi, T.",id_base_author
id_creator_489,"Arnell, N.W.",id_base_author
id_creator_10402,"Walpole, M.",id_base_author;id_base_editor
id_creator_491,"Hurlin, W.",id_base_author
id_creator_492,"Zimmermann, R.",id_base_author
id_creator_10405,"Karl, H.",id_base_author;id_base_editor
id_creator_10409,"Moss, R.H.",id_base_author;id_base_editor
id_creator_495,"Asche, H.",id_base_author
id_creator_496,"Bregaglio, S.",id_base_author
id_creator_497,"Dutra Aguiar, A.P.",id_base_author
id_creator_10413,"Kabat, P.",id_base_author;id_base_editor
id_creator_499,"Joos, F.",id_base_author
id_creator_500,"Tominski, C.",id_base_author
id_creator_501,"Parnikoza, I.",id_base_author
id_creator_502,"Grote, U.",id_base_author
id_creator_503,"Severijns, C.",id_base_author
id_creator_504,"Killingtveit, Ǻ.",id_base_author
id_creator_505,"Bond-Lamberty, B.",id_base_author
id_creator_506,"Benbelkacem, A.",id_base_author
id_creator_507,"Green, T.",id_base_author
id_creator_508,"Weir, T.",id_base_author
id_creator_10421,"Underdal, A.",id_base_author;id_base_editor
id_creator_510,"Kubatzki, C.P.",id_base_author
id_creator_511,"Hatfield, J.",id_base_author
id_creator_512,"Verburg, P.",id_base_author
id_creator_513,"Lvovsky, A.",id_base_author
id_creator_514,"Wetterich, S.",id_base_author
id_creator_515,"Cornford, S.",id_base_author
id_creator_516,"Kiertscher, S.",id_base_author
id_creator_517,"King, N.",id_base_author
id_creator_518,"Gravsholt Busck, A.",id_base_author
id_creator_519,"Kühn, K.D.",id_base_author
id_creator_10425,"Dedeurwaerdere, T.",id_base_author;id_base_editor
id_creator_521,"Morgan, J.",id_base_author
id_creator_522,"Perry, G.L.W.",id_base_author
id_creator_523,"Kuznetsov, Y.K.",id_base_author
id_creator_524,"Lugeri, N.",id_base_author
id_creator_525,"Lehsten, V.",id_base_author
id_creator_526,"Krankina, O.N.",id_base_author
id_creator_527,"Tecklenburg, J.",id_base_author
id_creator_528,"Nekorin, V.",id_base_author
id_creator_529,"Kloster, S.",id_base_author
id_creator_530,"Phat, N.K.",id_base_author
id_creator_531,"Lexer, M.",id_base_author
id_creator_532,"Häger, C.",id_base_author
id_creator_533,"Ehrlich, P.R.",id_base_author
id_creator_534,"Wouters, K.",id_base_author
id_creator_10439,"Toth, F.L.",id_base_author;id_base_editor
id_creator_536,"Puettmann, K.J.",id_base_author
id_creator_10441,"Beschorner, T.",id_base_author;id_base_editor
id_creator_538,"Larigauderie, A.",id_base_author
id_creator_539,"Poblete-Cazenave, M.",id_base_author
id_creator_540,"Fleck, A.",id_base_author
id_creator_541,"Nilsson, L.J.",id_base_author
id_creator_542,"Escobar, A.S.C.",id_base_author
id_creator_543,"Palosuo, T.",id_base_author
id_creator_544,"Broeg, C.",id_base_author
id_creator_545,"Zierl, B.",id_base_author
id_creator_546,"Lux, T.",id_base_author
id_creator_547,"Hepting, D.",id_base_author
id_creator_548,"Klotzbücher, A.",id_base_author
id_creator_549,"Milkoreit, M.",id_base_author
id_creator_550,"Feldmann, J.",id_base_author
id_creator_551,"Lehman, N.",id_base_author
id_creator_552,"Chen, C.M.",id_base_author
id_creator_553,"Gollier, C.",id_base_author
id_creator_554,"Hulme, P.E.",id_base_author
id_creator_555,"Cardoso, M.F.",id_base_author
id_creator_556,"Lu, W.",id_base_author
id_creator_557,"Schnur, R.",id_base_author
id_creator_558,"Baron, C.",id_base_author
id_creator_559,"Chase, T.",id_base_author
id_creator_560,"Harmsen, M.",id_base_author
id_creator_561,"Muller, J.P.",id_base_author
id_creator_562,"Gozolchiani, A.",id_base_author
